1,254,231,153
2,253,217,120
3,253,203,90
4,252,193,67
5,247,179,36
6,245,168,0
7,238,158,0
8,230,145,0
9,227,137,1
10,218,126,1
11,211,116,0
12,203,108,0
13,198,100,1
14,191,92,1
15,182,83,0
16,176,79,0
17,172,71,1
18,162,64,1
19,156,57,0
20,150,53,0
21,145,47,0
22,140,45,1
23,131,37,1
24,126,31,1
25,119,28,1
26,114,27,0
27,108,21,1
28,103,15,1
29,98,15,1
30,91,13,1
31,86,12,3
32,93,10,2
33,80,10,8
34,74,6,5
35,68,7,6
36,66,8,7
37,60,9,8
38,57,7,8
39,57,8,11
40,53,9,10
